at,elapsed_s,pswpin,pswpout,pswpin_d,pswpout_d,pgmajfault_d,pgscan_d,mem_available_kb,swap_free_kb,dirty_kb,cached_kb,psi_mem_some_avg10,psi_mem_full_avg10,target
2026-09-19T18:23:35-04:00,0,760478,1250156,0,0,0,0,14181472,37257624,64952,10507732,0.02,0.02,0
2026-09-19T18:23:35-04:00,0,761336,1250156,858,0,1551,0,14138644,37257644,65068,10693704,0.02,0.02,0
2026-09-19T18:23:36-04:00,1,761351,1250156,15,0,1932,0,14048444,37257644,65108,10920108,0.02,0.02,0
2026-09-19T18:23:36-04:00,1,761369,1250156,18,0,1230,0,14001284,37257644,65116,11042900,0.02,0.02,0
2026-09-19T18:23:37-04:00,2,761373,1250156,4,0,32,0,13938600,37257644,65124,11061120,0.02,0.02,0
2026-09-19T18:23:37-04:00,2,761392,1250156,19,0,276,0,14145616,37257644,65136,11104968,0.01,0.01,0
2026-09-19T18:23:38-04:00,3,761423,1250156,31,0,20,0,13940308,37257644,65152,11105148,0.01,0.01,0
2026-09-19T18:23:38-04:00,3,761428,1250156,5,0,72,0,13668796,37257644,65160,11112488,0.01,0.01,0
2026-09-19T18:23:39-04:00,4,761438,1250156,10,0,69,0,14059708,37257644,65168,11126732,0.01,0.01,0
2026-09-19T18:23:39-04:00,4,761439,1250156,1,0,1,0,13859216,37257644,65176,11126732,0.01,0.01,0
2026-09-19T18:23:40-04:00,5,761442,1250156,3,0,3,0,13609772,37257644,65196,11126732,0.01,0.01,0
2026-09-19T18:23:40-04:00,5,761448,1250156,6,0,5,0,14049576,37257644,65212,11126732,0.01,0.01,0
2026-09-19T18:23:41-04:00,6,761452,1250156,4,0,4,0,13856280,37257644,65220,11126732,0.01,0.01,0
2026-09-19T18:23:41-04:00,6,761461,1250156,9,0,13,0,13654436,37257644,65232,11127668,0.01,0.01,0
2026-09-19T18:23:42-04:00,7,761469,1250156,8,0,6,0,13419028,37257644,64792,11127672,0.01,0.01,0
2026-09-19T18:23:42-04:00,7,761480,1250156,11,0,65,0,13107868,37257644,64596,11131372,0.01,0.01,0
2026-09-19T18:23:43-04:00,8,761505,1250156,25,0,139,0,13111208,37257644,64564,11138056,0.00,0.00,0
2026-09-19T18:23:43-04:00,8,761515,1250156,10,0,851,50872,12880832,37257644,64448,11086716,0.00,0.00,0
2026-09-19T18:23:44-04:00,9,761521,1250156,6,0,6,0,14040232,37257644,63564,11086764,0.00,0.00,0
2026-09-19T18:23:44-04:00,9,761567,1250156,46,0,32,0,13814392,37257644,63688,11086900,0.00,0.00,0
2026-09-19T18:23:45-04:00,10,762227,1250156,660,0,524,0,13772004,37257644,63700,11086900,0.00,0.00,0
2026-09-19T18:23:45-04:00,10,762234,1250156,7,0,8,0,13827100,37257644,63756,11086904,0.00,0.00,0
2026-09-19T18:23:46-04:00,11,762245,1250156,11,0,2,0,13742248,37257644,63764,11087096,0.00,0.00,0
2026-09-19T18:23:46-04:00,11,762248,1250156,3,0,2,0,13476940,37257644,63776,11087100,0.00,0.00,0
2026-09-19T18:23:47-04:00,12,762253,1250156,5,0,8,0,13821136,37257644,63784,11087204,0.00,0.00,0
2026-09-19T18:23:48-04:00,13,762255,1250156,2,0,3,0,13687364,37257644,63796,11087204,0.00,0.00,0
2026-09-19T18:23:48-04:00,13,762257,1250156,2,0,21,0,13446556,37257644,63740,11098812,0.00,0.00,0
2026-09-19T18:23:49-04:00,14,762293,1250156,36,0,61,0,13790044,37257644,63748,11106108,0.00,0.00,0
2026-09-19T18:23:49-04:00,14,762296,1250156,3,0,4,0,13726256,37257644,63756,11106368,0.00,0.00,0
2026-09-19T18:23:50-04:00,15,762297,1250156,1,0,1,0,13374712,37257644,63804,11106368,0.00,0.00,0
2026-09-19T18:23:50-04:00,15,762298,1250156,1,0,5,0,13041768,37257644,63808,11106620,0.00,0.00,0
2026-09-19T18:23:51-04:00,16,762303,1250156,5,0,6,0,13050560,37257644,63820,11106628,0.00,0.00,0
2026-09-19T18:23:51-04:00,16,762304,1250156,1,0,1,0,12791968,37257644,63832,11106764,0.00,0.00,0
2026-09-19T18:23:52-04:00,17,762364,1250156,60,0,35,0,13939748,37257644,63852,11107368,0.00,0.00,0
2026-09-19T18:23:52-04:00,17,764205,1250156,1841,0,2225,0,13949916,37257752,63516,11161144,0.00,0.00,1
2026-09-19T18:23:53-04:00,18,764323,1250156,118,0,1046,0,13923676,37257752,856,11332668,0.00,0.00,1
2026-09-19T18:23:53-04:00,18,764427,1250156,104,0,2837,0,13861308,37257772,856,11567980,0.00,0.00,1
2026-09-19T18:23:54-04:00,19,764515,1250156,88,0,1055,0,13826408,37257772,916,11673016,0.00,0.00,1
2026-09-19T18:23:54-04:00,19,764526,1250156,11,0,24,0,13787684,37257808,924,11686708,0.00,0.00,1
2026-09-19T18:23:55-04:00,20,764526,1250156,0,0,517,0,13768760,37257808,2964,11753012,0.00,0.00,1
2026-09-19T18:23:55-04:00,20,764526,1250156,0,0,11,0,13757200,37257808,9224,11765400,0.00,0.00,1
2026-09-19T18:23:56-04:00,21,764536,1250156,10,0,8,0,13748804,37257884,16068,11777604,0.00,0.00,1
2026-09-19T18:23:56-04:00,21,764536,1250156,0,0,637,0,13749588,37257884,19296,11861648,0.00,0.00,1
2026-09-19T18:23:57-04:00,22,764536,1250156,0,0,0,0,13718644,37257884,23972,11870584,0.00,0.00,1
2026-09-19T18:23:57-04:00,22,764536,1250156,0,0,3,0,13703480,37257884,30104,11879956,0.00,0.00,1
